char_name,category,subcategory,parent_command,move_name,command,hit_damage,block_damage,fblock_damage,block_type,startup,active,recovery,cancel,hit_advantage,block_advantage,fblock_advantage,properties,notes
Liu Kang,Special Moves,Special Moves,,(Air) Cosmic Flames,BF1,80.00,60.000,,High,8,,,,-2,-20,-20,,
Liu Kang,Special Moves,Special Moves,BF1,(Air) Enhanced Cosmic Flames,BF1+EX,84.80,61.000,,Mid,8,,,,20,2,2,,• Costs 1 bar of Super Meter
Liu Kang,Special Moves,Special Moves,,Low Dragon,DB1,70.00,18.750,,Low,23,100,,,-1,-18,-18,,
Liu Kang,Special Moves,Special Moves,DB1,Enhanced Low Dragon,DB1+EX,120.00,25.000,,Low,23,100,,,-1,-18,-18,,• Costs 1 bar of Super Meter
Liu Kang,Special Moves,Special Moves,,Dragon's Tail,BF3,80.00,30.000,,High,5,40,32,,19,-15,-15,,
Liu Kang,Special Moves,Special Moves,BF3,Enhanced Dragon's Tail,BF3+EX,90.00,21.250,,High,5,40,11,26,31,-30,-30,,• Costs 1 bar of Super Meter
Liu Kang,Special Moves,Special Moves,,Dancing Dragon,BF4,90.00,37.500,,Mid,20,26,35,,25,-15,-15,,
Liu Kang,Special Moves,Special Moves,BF4,Enhanced Dancing Dragon,BF4+EX,110.00,37.500,,Mid,20,26,35,,20,-15,-15,Armor,"• Costs 1 bar of Super Meter
• Has Armor"
Liu Kang,Special Moves,Special Moves,,Dragon's Breath,DB4,70.00,18.750,,Mid,18,6,31,,6,-15,-15,Invulnerability,• Invulnerable to Jump Attacks
Liu Kang,Special Moves,Special Moves,DB4,Enhanced Dragon's Breath,DB4+EX,70.00,18.750,,Mid,18,6,31,,6,-15,-15,Invulnerability,"• Costs 1 bar of Super Meter
• Has Invulnerability
• Cancelable on Hit into Jump"
Liu Kang,Special Moves,Special Moves,,(Close) Dragon's Breath,"DB4,B",,,,,,,,,,,,Invulnerability,• Invulnerable to Jump Attacks
Liu Kang,Special Moves,Special Moves,"DB4,B",(Close) Enhanced Dragon's Breath,"DB4+EX,B",,,,,,,,,,,,Invulnerability,"• Costs 1 bar of Super Meter
• Has Invulnerability
• Cancelable on Hit into Jump"
Liu Kang,Special Moves,Fatal Blow,,Mark Of The Creator,SS+EX,350.00,22.500,,Overhead,22,17,51,,15,-26,-36,Armor,"• Must be at 30% health or less
• Kameo must be available
• Press Basic Attack buttons during hits to influence damage (with Fatal Blow Damage Boost ON in Tournament Settings)"
Liu Kang,Finishers,Fatalities,,(Close) Double Dragon,"DFB,4",,,,,,,,,,,,,
Liu Kang,Finishers,Fatalities,"DFB,4",Easy Fatality,"Hold EX,3",,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Liu Kang,Finishers,Animality,,(Mid) Rising Phoenix,DBD2,,,,,,,,,,,,,
Liu Kang,Finishers,Animality,DBD2,Easy Fatality,"Hold EX,2",,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Liu Kang,Finishers,Brutalities,,The Klassic,D+2,,,,,,,,,,,,,"• Hold 2 During Hit
• Final Hit Must Be From D+2"
Mileena,Basic Attacks,Normal Attacks,,Just The Tip,1,20.00,3.000,,High,7,2,19,16,13,1,1,,
Mileena,Basic Attacks,Normal Attacks,1,Ambitious Strikes,"1,2",77.50,12.000,,Overhead,16,15,35,47,5,-5,-15,,
Mileena,Basic Attacks,Normal Attacks,1,Feral Gashes,"1,2,1+3",90.00,4.500,,Overhead,30,3,41,,17,-2,-12,,
Mileena,Basic Attacks,Normal Attacks,,Bird Of Prey,F+1,30.00,4.500,,Mid,13,3,24,24,9,-5,-5,,
Mileena,Basic Attacks,Normal Attacks,F+1,Karrion Kuts,"F+1,4,4",121.68,19.500,,Mid,15,15,26,,28,-6,-6,,
Mileena,Basic Attacks,Normal Attacks,,Acupuncture,D+1,20.00,3.000,,Mid,7,3,24,14,10,-10,-10,,
Mileena,Basic Attacks,Normal Attacks,,Bitter Slice,2,30.00,4.500,,High,10,2,20,20,16,0,0,,
Mileena,Basic Attacks,Normal Attacks,2,The Right Sais,"2,1",50.00,7.500,,Mid,16,2,24,26,18,-4,-4,,
Mileena,Basic Attacks,Normal Attacks,2,Ballerenal Failure,"2,1,1+3",100.00,4.500,,Overhead,25,2,26,,19,-6,-6,,
Mileena,Basic Attacks,Normal Attacks,,Krucifixion,F+2,50.00,7.500,,High,18,2,24,26,4,-4,-4,,
Mileena,Basic Attacks,Normal Attacks,F+2,Rugsweeper,"F+2,4",30.00,4.500,,Low,17,4,28,29,0,0,0,,
Mileena,Basic Attacks,Normal Attacks,F+2,Bloody Fusion,"F+2,4,2",70.00,10.500,,Mid,16,3,27,,16,2,2,,
Mileena,Basic Attacks,Normal Attacks,F+2,Twin Sovereigns,"F+2,4,3,3",58.50,9.000,,Low,9,15,27,,13,-7,-7,,
Mileena,Basic Attacks,Normal Attacks,,Sai To Eye,D+2,140.00,21.000,,High,9,4,41,,24,-3,-13,,"• On Kounter or Punish Hit, can be Jump Canceled with U+EX or U+F+EX for 2 bars of Super Meter
• Has Armor when Jump Canceled, and pulls in victim while disabling their Kombo Breaker and Kameos"
Mileena,Basic Attacks,Normal Attacks,,Entry Point,3,50.00,7.500,,High,14,2,35,25,1,-5,-5,,
Mileena,Basic Attacks,Normal Attacks,3,Stepping Stone,"3,4",70.00,10.500,,Overhead,12,5,30,,49,-3,-3,,
Mileena,Basic Attacks,Normal Attacks,,High Class,F+3,50.00,7.500,,High,13,3,28,22,5,1,1,,
Mileena,Basic Attacks,Normal Attacks,F+3,Twice Scorned,"F+3,4",77.50,12.000,,Mid,20,13,24,50,4,-4,-4,,
Mileena,Basic Attacks,Normal Attacks,F+3,Can't Fight It,"F+3,4,3",70.00,10.500,,Overhead,22,5,18,,33,4,4,,
Mileena,Basic Attacks,Normal Attacks,,Teasing Toe,D+3,20.00,3.000,,Low,10,3,25,24,10,-11,-11,,
Mileena,Basic Attacks,Normal Attacks,,High Heel,4,70.00,10.500,,High,13,2,19,26,12,1,1,,
Mileena,Basic Attacks,Normal Attacks,,Cartheel,F+4,116.50,18.000,,Overhead,19,10,26,,29,-7,-7,,
Mileena,Basic Attacks,Normal Attacks,,Low Point,B+4,70.00,10.500,,Low,14,2,28,,16,2,2,,
Mileena,Basic Attacks,Normal Attacks,,Slash Kick,D+4,30.00,4.500,,Low,10,2,26,27,15,-6,-6,,
Mileena,Basic Attacks,Aerial Attacks,,High Life,U+F+1,50.00,7.500,,Mid,7,3,39,12,4,-24,-24,,
Mileena,Basic Attacks,Aerial Attacks,U+F+1,Royaltease,"U+F+1,2",27.00,4.050,,Overhead,14,3,33,43,22,-22,-22,,
Mileena,Basic Attacks,Aerial Attacks,U+F+1,Mouthful,"U+F+1,2,2",70.00,10.500,,Overhead,16,2,31,42,41,-19,-19,,
Mileena,Basic Attacks,Aerial Attacks,,Torn Limbs,U+F+2,50.00,7.500,,Mid,8,4,39,20,4,-24,-24,,
Mileena,Basic Attacks,Aerial Attacks,U+F+2,Battered Bones,"U+F+2,2",70.00,10.500,,Overhead,10,3,34,40,20,-23,-23,,
Mileena,Basic Attacks,Aerial Attacks,U+F+2,Kicked Out,"U+F+2,2,3",70.00,10.500,,Overhead,17,10,36,,21,-32,-32,,
Mileena,Basic Attacks,Aerial Attacks,,Graceful Kick,U+F+3 or U+F+4,70.00,10.500,,Mid,10,6,39,32,22,-24,-24,,
Mileena,Basic Attacks,Throws,,Shove,F+THROW or F+1+3,20.00,,,Throw,10,2,33,,0,,,,"• Performed when Kameo is unavailable
• See Kameo Moves for Toward Throw featuring Kameo"
Mileena,Basic Attacks,Throws,,Brainstorm,THROW or 1+3,110.00,,,Throw,10,2,33,,7,,,,
Mileena,Basic Attacks,Breakers,,Kombo Breaker,F+EX,,,,,,,,,,,,,"• Costs 3 bars of Super Meter
• Kameo must be available"
Mileena,Basic Attacks,Taunts,,Taunts,DDDD,,,,,,,,,,,,,
Mileena,Special Moves,Special Moves,,Straight Sai,BF1,60.00,17.500,,High,19,15,22,,21,-16,-16,,
Mileena,Special Moves,Special Moves,BF1,Enhanced Straight Sai,BF1+EX,126.50,30.000,,High,19,65,,287,68,-11,-21,Projectile Break,"• Costs 2 bars of Super Meter
• Destroys opponent's projectiles"
Mileena,Special Moves,Special Moves,,Teleport Down,DB2,60.00,17.500,,Mid,22,7,26,,-2,-35,-35,,
Mileena,Special Moves,Special Moves,DB2,Enhanced Teleport Down,DB2+EX,110.00,17.500,,Mid,22,7,26,,16,-35,-35,Armor,"• Costs 1 bar of Super Meter
• Has Armor"
Mileena,Special Moves,Special Moves,,(Air) Teleport Down,DB2,60.00,17.500,,Mid,22,7,26,,-3,-36,-36,,
Mileena,Special Moves,Special Moves,DB2,(Air) Enhanced Teleport Down,DB2+EX,110.00,17.500,,Mid,22,7,26,,16,-36,-36,Armor,"• Costs 1 bar of Super Meter
• Has Armor"
Mileena,Special Moves,Special Moves,,Teleport Up,DF2,60.00,17.500,,High,31,11,47,,9,-27,-27,,
Mileena,Special Moves,Special Moves,DF2,Enhanced Teleport Up,DF2+EX,60.00,17.500,,High,31,11,47,,14,-27,-27,,"• Costs 1 bar of Super Meter
• Cancelable into air attacks"
Mileena,Special Moves,Special Moves,,Low Sai,BF3,60.00,17.500,,Low,20,9,35,,14,-23,-23,,
Mileena,Special Moves,Special Moves,BF3,Enhanced Low Sai,BF3+EX,90.00,21.250,,Low,20,62,,,13,-23,-23,,• Costs 1 bar of Super Meter
Mileena,Special Moves,Special Moves,,Roll,BD4,60.00,17.500,,Mid,12,19,26,,59,-37,-37,,
Mileena,Special Moves,Special Moves,BD4,Enhanced Roll,BD4+EX,155.00,17.500,,Mid,12,19,26,,38,-37,-37,Unbreakable,"• Costs 1 bar of Super Meter
• First Hit is Unbreakable in a Kombo"
Mileena,Special Moves,Special Moves,,(Air) Ball,DB4,77.18,41.250,,Mid,7,27,44,,52,-36,-36,,
Mileena,Special Moves,Special Moves,DB4,(Air) Homing Ball,DB4+EX,60.00,17.500,,Mid,7,18,34,31,32,-37,-37,,"• Costs 1 bar of Super Meter
• Cancelable on Hit into other (Air) Special Moves"
Mileena,Special Moves,Special Moves,DB4,(Air) Delay Homing Ball,Hold 4,,,,,10,,0,,,,,,
Mileena,Special Moves,Special Moves,DB4,(Air) Delay Homing Ball Cancel,DD,,,,,,,,,,,,,
Mileena,Special Moves,Fatal Blow,,Serving Tarkat,SS+EX,350.00,22.500,,Mid,20,11,77,,15,-46,-56,Armor,"• Must be at 30% health or less
• Kameo must be available
• Press Basic Attack buttons during hits to influence damage (with Fatal Blow Damage Boost ON in Tournament Settings)"
Mileena,Finishers,Fatalities,,(Close) Appetizer,"BFB,1",,,,,,,,,,,,,
Mileena,Finishers,Fatalities,"BFB,1",Easy Fatality,"Hold EX,3",,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Mileena,Finishers,Animality,,(Mid) Maneater,FDD4,,,,,,,,,,,,,
Mileena,Finishers,Animality,FDD4,Easy Fatality,"Hold EX,2",,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Mileena,Finishers,Brutalities,,The Klassic,D+2,,,,,,,,,,,,,"• Hold 2 During Hit
• Final Hit Must Be From D+2"
Nitara,Basic Attacks,Normal Attacks,,Dirty Claw,1,20.00,3.000,,High,7,2,23,17,12,-3,-3,,
Nitara,Basic Attacks,Normal Attacks,1,Never Grow Old,"1,2",30.00,4.500,,Mid,14,3,26,25,7,-7,-7,,
Nitara,Basic Attacks,Normal Attacks,1,Never Die,"1,2,1,2",58.50,9.00,,Mid,7,10,34,,52,-15,-15,,• Cancelable on Hit into Jump
Nitara,Basic Attacks,Normal Attacks,1,Must Feed,"1,2,4",50.00,7.500,,Mid,22,2,23,,53,-3,-3,,
Nitara,Basic Attacks,Normal Attacks,,Broken Nails,F+1,50.00,7.500,,Mid,11,3,25,22,13,-6,-6,,
Nitara,Basic Attacks,Normal Attacks,F+1,Easy Prey,"F+1,2",70.00,10.500,,Overhead,19,2,37,,16,-7,-7,,
Nitara,Basic Attacks,Normal Attacks,,Low Scratch,D+1,20.00,3.000,,Mid,7,2,23,19,12,-8,-8,,
Nitara,Basic Attacks,Normal Attacks,,Blood Strike,2,30.00,4.500,,High,9,2,26,18,7,-6,-6,,
Nitara,Basic Attacks,Normal Attacks,2,Blood Sucker,"2,2",50.00,7.500,,Mid,17,2,26,27,8,-6,-6,,
Nitara,Basic Attacks,Normal Attacks,2,Flying Kolors,"2,2,1",50.00,7.500,,Mid,15,4,38,33,31,-20,-20,,• Cancelable into (Air) Special Moves
Nitara,Basic Attacks,Normal Attacks,,Lunging Leech,B+2,50.00,7.500,,Overhead,28,3,34,42,3,-5,-5,,• Cancelable into (Air) Special Moves
Nitara,Basic Attacks,Normal Attacks,B+2,Drawing Blood,"B+2,4",70.00,10.500,,High,20,3,35,,30,-6,-6,,
Nitara,Basic Attacks,Normal Attacks,,Deep Scratch,D+2,140.00,21.000,,High,10,4,41,,24,-3,-13,,"• On Kounter or Punish Hit, can be Jump Canceled with U+EX or U+F+EX for 2 bars of Super Meter
• Has Armor when Jump Canceled, and pulls in victim while disabling their Kombo Breaker and Kameos"
Nitara,Basic Attacks,Normal Attacks,,Hex Kick,3,50.00,7.500,,High,13,4,35,26,3,-7,-7,,• Cancelable into (Air) Special Moves
Nitara,Basic Attacks,Normal Attacks,3,Hell Dive,"3,4",70.00,10.500,,Low,20,3,36,,15,-7,-7,,
Nitara,Basic Attacks,Normal Attacks,,Stabbing Heel,D+3,20.00,3.000,,Low,9,2,23,22,13,-8,-8,,
Nitara,Basic Attacks,Normal Attacks,,Bloodhouse,4,70.00,10.500,,High,10,2,26,23,5,4,4,,
Nitara,Basic Attacks,Normal Attacks,,Death Spiral,B+4,77.50,12.000,,Low,13,19,26,21,18,-6,-6,,
Nitara,Basic Attacks,Normal Attacks,,Bleeding Out,F+4,50.00,7.500,,High,15,4,43,30,-6,-15,-15,,• Cancelable into (Air) Special Moves
Nitara,Basic Attacks,Normal Attacks,F+4,Tenderize,"F+4,3,4",92.50,15.000,,Mid,6,20,36,,10,-13,-13,,
Nitara,Basic Attacks,Normal Attacks,,Deep Sweep,D+4,30.00,4.500,,Low,10,2,26,26,15,-6,-6,,
Nitara,Basic Attacks,Aerial Attacks,,Deep Slash,U+F+1,50.00,7.500,,Mid,8,3,39,13,4,-24,-24,,
Nitara,Basic Attacks,Aerial Attacks,U+F+1,Feast of Blood,"U+F+1,2",70.00,10.500,,Overhead,15,3,36,47,18,-20,-25,,
Nitara,Basic Attacks,Aerial Attacks,U+F+1,Final Flutter,"U+F+1,2,4",70.00,10.500,,Overhead,20,4,34,51,35,-19,-24,,
Nitara,Basic Attacks,Aerial Attacks,,Downward Scratch,U+F+2,50.00,7.500,,Mid,8,4,39,13,4,-24,-24,,
Nitara,Basic Attacks,Aerial Attacks,U+F+2,Broken Wings,"U+F+2,4",70.00,10.500,,Overhead,15,2,32,42,22,-15,-20,,
Nitara,Basic Attacks,Aerial Attacks,U+F+2,Final Breath,"U+F+2,4,2",90.00,13.500,,Overhead,12,3,33,41,21,-17,-22,,
Nitara,Basic Attacks,Aerial Attacks,,Side Heel,U+F+3 or U+F+4,70.00,10.500,,Mid,8,6,39,23,22,-24,-24,,
Nitara,Basic Attacks,Throws,,Shove,F+THROW or F+1+3,20.00,,,Throw,10,2,33,,0,,,,"• Performed when Kameo is unavailable
• See Kameo Moves for Toward Throw featuring Kameo"
Nitara,Basic Attacks,Throws,,Not Worth The View,THROW or 1+3,110.00,,,Throw,10,2,33,,7,,,,
Nitara,Basic Attacks,Breakers,,Kombo Breaker,F+EX,,,,,,,,,,,,,"• Costs 3 bars of Super Meter
• Kameo must be available"
Nitara,Basic Attacks,Taunts,,Taunts,DDDD,,,,,,,,,,,,,
Nitara,Special Moves,Special Moves,,Bad Blood,BF1,80.00,20.000,,High,12,13,31,,30,-22,-22,,• Deals damage over time when Blood Sacrifice is Active
Nitara,Special Moves,Special Moves,BF1,Enhanced Bad Blood,BF1+EX,110.00,23.750,,High,12,13,31,,30,-22,-22,"Armor, Unbreakable","• Costs 1 bar of Super Meter
• Has Armor
• Deals damage over time when Blood Sacrifice is Active
• Unbreakable in a Kombo"
Nitara,Special Moves,Special Moves,,Quick Taste,BF2,100.00,12.500,,High,13,5,37,,15,-20,-20,,• Heals Nitara when Blood Sacrifice is Active
Nitara,Special Moves,Special Moves,BF2,Enhanced Quick Taste,BF2+EX,90.00,12.500,,High,13,5,37,,67,-20,-20,,"• Costs 1 bar of Super Meter
• Heals Nitara when Blood Sacrifice is Active"
Nitara,Special Moves,Special Moves,,(Air) Quick Taste,BF2,100.00,12.500,,High,8,5,38,,16,-21,-21,,• Heals Nitara when Blood Sacrifice is Active
Nitara,Special Moves,Special Moves,BF2,(Air) Enhanced Quick Taste,BF2+EX,90.00,12.500,,High,8,5,38,,74,-21,-21,,"• Costs 1 bar of Super Meter
• Heals Nitara when Blood Sacrifice is Active"
Nitara,Special Moves,Special Moves,,Leap Of Faith,DB2,60.00,,,Unblockable,9,13,21,29,21,,,,• Cancelable into (Air) Special Moves on Hit
Nitara,Special Moves,Special Moves,DB2,Enhanced Leap Of Faith,DB2+EX,60.00,,,Unblockable,9,13,25,29,17,,,,"• Costs 1 bar of Super Meter
• Cancelable into (Air) Special Moves on Hit"
Nitara,Special Moves,Special Moves,,Bloody Bolt,BF3,107.00,33.750,,Mid,53,10,35,67,30,-1,-11,,"• Performable when Blood Sacrifice is Active
• Cancelable into (Air) Special Moves on Hit"
Nitara,Special Moves,Special Moves,BF3,Enhanced Bloody Bolt,BF3+EX,137.00,47.500,,Mid,53,10,35,67,30,-1,-11,,"• Costs 1 bar of Super Meter
• Performable when Blood Sacrifice is Active
• Cancelable into (Air) Special Moves on Hit"
Nitara,Special Moves,Special Moves,BF3,(Close) Bloody Bolt,"BF3,B",107.00,33.750,,Mid,53,10,35,22,30,-1,-11,,"• Performable when Blood Sacrifice is Active
• Cancelable into (Air) Special Moves on Hit"
Nitara,Special Moves,Special Moves,BF3,(Close) Enhanced Bloody Bolt,"BF3+EX,B",137.00,47.500,,Mid,53,10,35,22,30,-1,-11,,"• Costs 1 bar of Super Meter
• Performable when Blood Sacrifice is Active
• Cancelable into (Air) Special Moves on Hit"
Nitara,Special Moves,Special Moves,BF3,(Far) Bloody Bolt,"BF3,F",107.00,33.750,,Mid,53,10,35,22,30,-1,-11,,"• Performable when Blood Sacrifice is Active
• Cancelable into (Air) Special Moves on Hit"
Nitara,Special Moves,Special Moves,BF3,(Far) Enhanced Bloody Bolt,"BF3+EX,F",137.00,47.500,,Mid,53,10,35,22,30,-1,-11,,"• Costs 1 bar of Super Meter
• Performable when Blood Sacrifice is Active
• Cancelable into (Air) Special Moves on Hit"
Nitara,Special Moves,Special Moves,,(Air) Dark Plunge,DB4,60.00,17.500,,Mid,11,11,9,,46,-30,-30,,• Advantage on Hit allows for Jump Attack follow-up
Nitara,Special Moves,Special Moves,DB4,(Air) Enhanced Dark Plunge,DB4+EX,90.00,17.500,,Mid,11,11,9,,46,-10,-20,,"• Costs 1 bar of Super Meter
• Advantage on Hit allows for Jump Attack follow-up"
Nitara,Special Moves,Special Moves,,Blood Sacrifice,DF4,,,,,1,,40,,,,,,• Changes the properties of certain Special Moves
Nitara,Special Moves,Special Moves,DF4,Enhanced Blood Sacrifice,DF4+EX,100.00,,,Unblockable,1,,40,,,,,,"• Costs 1 bar of Super Meter
• Changes the properties of certain Special Moves
• Heals Nitara when near opponent"
Nitara,Special Moves,Special Moves,,(Air) Dash Upward,U+SS,,,,,1,,65,,,,,,• Costs 1 bar of Super Meter for consecutive Air Dashes
Nitara,Special Moves,Special Moves,U+SS,(Air) Dash Forward,F+SS,,,,,1,,52,,,,,,• Costs 1 bar of Super Meter for consecutive Air Dashes
Nitara,Special Moves,Special Moves,U+SS,(Air) Dash Away,B+SS,,,,,1,,52,,,,,,• Costs 1 bar of Super Meter for consecutive Air Dashes
Nitara,Special Moves,Special Moves,U+SS,(Air) Dash Downward,D+SS,,,,,1,,32,,,,,,• Costs 1 bar of Super Meter for consecutive Air Dashes
Nitara,Special Moves,Special Moves,U+SS,(Air) Dash Forward And Up,U+F+SS,,,,,1,,56,,,,,,• Costs 1 bar of Super Meter for consecutive Air Dashes
Nitara,Special Moves,Special Moves,U+SS,(Air) Dash Forward And Down,D+F+SS,,,,,1,,40,,,,,,• Costs 1 bar of Super Meter for consecutive Air Dashes
Nitara,Special Moves,Special Moves,U+SS,(Air) Dash Away And Up,U+B+SS,,,,,1,,54,,,,,,• Costs 1 bar of Super Meter for consecutive Air Dashes
Nitara,Special Moves,Special Moves,U+SS,(Air) Dash Away And Down,D+B+SS,,,,,1,,40,,,,,,• Costs 1 bar of Super Meter for consecutive Air Dashes
Nitara,Special Moves,Fatal Blow,,Terror From Above,SS+EX,350.00,22.500,,Overhead,16,16,72,,15,-47,-57,Armor,"• Must be at 30% health or less
• Kameo must be available
• Press Basic Attack buttons during hits to influence damage (with Fatal Blow Damage Boost ON in Tournament Settings)"
Nitara,Special Moves,Fatal Blow,,(Air) Terror From Above,(While In Air) SS+EX,350.00,22.500,,Overhead,16,16,72,,15,-47,-57,Armor,"• Must be at 30% health or less
• Kameo must be available
• Press Basic Attack buttons during hits to influence damage (with Fatal Blow Damage Boost ON in Tournament Settings)"
Nitara,Finishers,Fatalities,,(Mid) Vaeternus KomBAT,"DDB,1",,,,,,,,,,,,,
Nitara,Finishers,Fatalities,"DDB,1",Easy Fatality,"Hold EX,3",,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Nitara,Finishers,Animality,,"(Mid) Bat's All, Folks",FDD3,,,,,,,,,,,,,
Nitara,Finishers,Animality,FDD3,Easy Fatality,"Hold EX,2",,,,,,,,,,,,,• Easy Fatality Token required to perform Easy Fatality
Nitara,Finishers,Brutalities,,The Klassic,D+2,,,,,,,,,,,,,"• Hold 2 During Hit
• Final Hit Must Be From D+2"
Noob Saibot,Basic Attacks,Normal Attacks,,Caver,1,30.00,4.500,,High,9,2,16,21,6,4,4,,
Noob Saibot,Basic Attacks,Normal Attacks,1,Collapser,"1,2",30.00,4.500,,Mid,11,2,26,23,11,-6,-6,,
Noob Saibot,Basic Attacks,Normal Attacks,1,Shadow Upper,"1,2,1",30.00,4.500,,Mid,16,3,28,27,3,-9,-9,,• Requires Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,1,Khaotic Haymaker,"1,2,1,2",70.00,10.500,,Mid,22,2,36,,40,-6,-6,,• Requires Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,1,Shadow Flashkick,"1,2,1,4",97.50,15.000,,Mid,18,10,33,,25,-14,-14,,• Requires Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,1,Darkness Falls,"1,2,3",70.00,10.500,,Overhead,23,4,27,,24,1,1,,
Noob Saibot,Basic Attacks,Normal Attacks,,Void Elbow,F+1,30.00,4.500,,Mid,14,3,23,24,15,-4,-4,,
Noob Saibot,Basic Attacks,Normal Attacks,F+1,Shadow Strike,"F+1,2",50.00,7.500,,Mid,18,3,33,31,4,-14,-14,,• Requires Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,F+1,Evil Twin,"F+1,2,2",90.00,10.500,,Mid,22,4,35,,10,-7,-7,,• Requires Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,F+1,Abyssal Hook,"F+1,3",30.00,4.500,,Low,15,2,27,25,8,-7,-7,,
Noob Saibot,Basic Attacks,Normal Attacks,F+1,Saibot Blast,"F+1,3,1",70.00,10.500,,Mid,17,4,23,,21,-5,-5,,
Noob Saibot,Basic Attacks,Normal Attacks,F+1,Shadow Strike,"F+1,3,2",50.00,7.500,,Mid,17,3,26,30,11,-7,-7,,• Requires Embrace Khaos and Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,F+1,Evil Twin,"F+1,3,2,2",90.00,10.500,,Mid,22,4,35,,10,-7,-7,,• Requires Embrace Khaos and Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,,Humble Servant,D+1,20.00,3.000,,Mid,7,2,24,19,11,-9,-9,,
Noob Saibot,Basic Attacks,Normal Attacks,,Dark Spike,2,20.00,3.000,,High,7,2,21,18,7,-1,-1,,
Noob Saibot,Basic Attacks,Normal Attacks,2,Shadow Clap,"2,1",50.00,7.500,,Mid,12,3,24,25,6,-5,-5,,• Requires Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,2,Night Rain,"2,1,2",30.00,4.500,,Low,14,3,25,25,17,-6,-6,,• Requires Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,2,Shadow Palm,"2,1,2,1",70.00,10.500,,Mid,16,3,26,,19,-7,-7,,• Requires Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,2,Shadow Krush,"2,1,4",70.00,10.500,,Overhead,25,4,31,,78,-13,-13,,• Requires Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,2,Sneaky Saibot,"2,4",70.00,10.500,,Low,15,2,20,,34,0,0,,
Noob Saibot,Basic Attacks,Normal Attacks,,Shadowbringer,D+2,140.00,21.000,,High,9,5,40,,24,-3,-13,,"• On Kounter or Punish Hit, can be Jump Canceled with U+EX or U+F+EX for 2 bars of Super Meter
• Has Armor when Jump Canceled, and pulls in victim while disabling their Kombo Breaker and Kameos"
Noob Saibot,Basic Attacks,Normal Attacks,,Saibot Swat,D+2,140.00,21.000,,High,10,5,42,,24,-5,-15,,"• On Kounter or Punish Hit, can be Jump Canceled with U+EX or U+F+EX for 2 bars of Super Meter
• Has Armor when Jump Canceled, and pulls in victim while disabling their Kombo Breaker and Kameos"
Noob Saibot,Basic Attacks,Normal Attacks,,Dark Geyser,3,50.00,7.500,,High,11,5,24,28,39,-7,-7,,
Noob Saibot,Basic Attacks,Normal Attacks,,Low Saibot,B+3,50.00,7.500,,Low,12,2,24,25,17,-4,-4,,
Noob Saibot,Basic Attacks,Normal Attacks,B+3,Gravedigger,"B+3,3",30.00,4.500,,Mid,12,2,27,22,12,-7,-7,,
Noob Saibot,Basic Attacks,Normal Attacks,B+3,Reincarnation,"B+3,3,4",70.00,10.500,,Mid,17,2,27,,27,-7,-7,,
Noob Saibot,Basic Attacks,Normal Attacks,,Guillotine,F+3,90.00,13.500,,Overhead,20,3,34,,22,-5,-5,,
Noob Saibot,Basic Attacks,Normal Attacks,,Seeping Dark,D+3,20.00,3.000,,Low,9,2,25,22,11,-10,-10,,
Noob Saibot,Basic Attacks,Normal Attacks,,Dark Maul,4,50.00,7.500,,High,11,3,23,23,18,-4,-4,,
Noob Saibot,Basic Attacks,Normal Attacks,4,Black Mace,"4,4",50.00,7.500,,Overhead,15,4,23,25,13,-5,-5,,
Noob Saibot,Basic Attacks,Normal Attacks,4,Shadow Katapult,"4,4,3",70.00,10.500,,Mid,17,3,26,,31,-7,-7,,• Requires Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,,Creeping Shadow,B+4,120.00,10.500,,Low,12,2,30,,15,0,0,,• Requires Shadow Klone
Noob Saibot,Basic Attacks,Normal Attacks,,Sweeping Black,B+4,70.00,10.500,,Low,12,2,30,,13,0,0,,• Occurs when Shadow Klone is unavailable
Noob Saibot,Basic Attacks,Normal Attacks,,Saibot Ward,D+4,30.00,4.500,,Low,12,2,30,29,11,-10,-10,,
Noob Saibot,Basic Attacks,Aerial Attacks,,Guiding Dark,U+F+1,50.00,7.500,,Mid,5,4,37,11,6,-22,-22,,
Noob Saibot,Basic Attacks,Aerial Attacks,U+F+1,Vile Talon,"U+F+1,2",27.00,4.000,,Overhead,9,3,36,41,19,-25,-25,,
